student_id,19/20_1,19/20_2,20/21_1,20/21_2,21/22_1,21/22_2,22/23_1,22/23_2,23/24_1,23/24_2,24/25_1,24/25_2
63190001,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63254', '63267', '63266', '63214']","['63265', '63251']",['63266'],['63265'],,,"['63541', '63507', '63528']","['63508', '63552', '63509', '63510', '63546I']"
63190002,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63249', '63226', '63214']",['63252'],,,,,"['63519', '63507']","['63508', '63510']"
63190003,"['63204', '63277']","['63212', '63278']",['63277'],['63278'],"['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266', '63254']",['63251'],,,"['63514', '63507']","['63508', '63510', '63557']"
63190004,"['63204', '63277']","['63212', '63278']",['63279'],['63280'],,"['63209', '63280', '63220']","['63267', '63214', '63266']","['63263', '63251']",,,,
63190005,"['63204', '63277']","['63212', '63278']",,,,,,,,,,
63190007,"['63204', '63277']","['63212', '63278']",,['63278'],"['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266']","['63268', '63263', '63251']",,,,
63190008,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63266', '63267', '63214']","['63271', '63287', '63251']",,,"['63528', '63506', '63554', '63521', '63506A', '63514']","['63552', '63530', '63555', '63511']","['63554', '63519', '63520', '63521']","['63545B', '63561', '63510']"
63190009,"['63204', '63277']","['63212', '63278']",,,"['63203', '63205', '63202', '63204', '63277']","['63212', '63209', '63207', '63215', '63278']","['63283', '63737', '63213', '63218', '63208', '63279']","['63216', '63217', '63220', '63278', '63280']","['63270', '63214', '63255', '63257', '63269']","['63287', '63271', '63256', '63281']",,['63281']
63190010,"['63204', '63277']","['63212', '63278']","['63279', '63208']","['63280', '63220']","['63279', '63283']",['63209'],"['63269', '63267', '63214', '63266']",['63251'],,,,
63190011,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63267', '63266', '63214']",['63251'],['63255'],['63265'],,,,
63190012,"['63204', '63277']","['63212', '63278']","['63204', '63202', '63205', '63277', '63203']","['63209', '63215', '63278', '63207', '63212']","['63203', '63202', '63277']","['63209', '63215', '63278']",,,,,,
63190015,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63269', '63267', '63266', '63214']",['63251'],,,,['63553'],,
63190016,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63266', '63267', '63214']","['63271', '63287', '63251']",,['63251'],,,,
63190017,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63266', '63214', '63267']",['63251'],,,,,,
63190018,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63267', '63266', '63214']",['63251'],,,,,,
63190019,"['63204', '63277']","['63212', '63278']",,,"['63283', '63279', '63208']","['63209', '63220', '63280']","['63248', '63267', '63214', '63266']","['63268', '63251']","['63564', '63506A', '63554', '63565', '63514']","['63552', '63566', '63555', '63567']","['63563', '63541']","['63561', '63510', '63560']"
63190020,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63254', '63264', '63214']","['63263', '63265']",,,,,,
63190021,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63266', '63214', '63267']","['63259', '63268', '63251']",,,"['63564', '63506A', '63554', '63565', '63514']","['63552', '63566', '63555', '63567']","['63563', '63564']","['63545B', '63543', '63561', '63567']"
63190022,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63261', '63254', '63264', '63214']","['63263', '63265']",,,,,,
63190023,"['63204', '63277']","['63212', '63278']",['63208'],,"['63279', '63283']","['63220', '63209', '63280']","['63267', '63214', '63266']","['63287', '63251']",,,,
63190024,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63266', '63267', '63214']",['63251'],,,,,,
63190025,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63267', '63266', '63214']","['63251', '63263']",['63267'],,,,"['63507', '63506', '63523', '63541', '63550', '63506A', '63512']","['63509', '63508', '63543', '63557']"
63190026,"['63204', '63277']","['63212', '63278']","['63202', '63205', '63277', '63204', '63203']","['63209', '63215', '63207', '63278', '63212']","['63279', '63283', '63218', '63213', '63208']","['63217', '63219', '63220', '63280', '63216']","['63264', '63267', '63260', '63214', '63254']","['63281', '63256', '63263', '63265', '63258']","['63528', '63506', '63554', '63521', '63550', '63506A', '63514']","['63552', '63530', '63555', '63511']","['63541', '63519', '63554', '63520']","['63545B', '63522', '63510']"
63190027,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63267', '63266', '63214']","['63259', '63268', '63251']",,,"['63564', '63506A', '63554', '63565', '63514']","['63552', '63566', '63555', '63567']","['63563', '63542', '63520']","['63561', '63560']"
63190028,"['63204', '63277']","['63212', '63278']",,,,,,,,,,
63190029,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63267', '63266', '63214']",['63251'],,,,,,
63190030,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63267', '63266', '63214']",['63251'],"['63507', '63520']","['63508', '63552']",,,,
63190031,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63226', '63249', '63214']",['63252'],['63226'],,,,,
63190032,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63208', '63213', '63279', '63205', '63218']","['63209', '63219', '63221', '63215', '63217', '63216']","['63269', '63267', '63214', '63255', '63266']","['63281', '63221', '63256', '63271', '63268', '63251']","['63266', '63269']","['63251', '63221', '63281']",,
63190033,"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63269', '63270', '63214']","['63287', '63251']",,,,,,
63190034,"['63204', '63277']","['63212', '63278']",,,,,,,,,,
63190035,"['63204', '63277']","['63212', '63278']",,,,,"['63705', '63704', '63702', '63703', '63701']","['63710', '63709', '63707', '63706', '63708']","['63749B', '63720', '63711', '63714', '63716']","['63723', '63709', '63725', '63727', '63765', '63774']","['63736', '63732', '63742', '63741', '63780']","['63723', '63770']"
63190036,"['63204', '63277']","['63212', '63278']",,,,,,,,,,
63190037,"['63277', '63204']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63267', '63266', '63214']","['63268', '63251']",,,,,,
63190039,"['63277', '63204']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63267', '63266', '63214']",['63251'],,,,,,
63190041,"['63277', '63204']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']",['63214'],,"['63267', '63266']",['63251'],,,,
63190339,"['63277', '63204']","['63212', '63278']",['63204'],,,,,,,,,
63190340,"['63277', '63204']","['63212', '63278']","['63705', '63701', '63703', '63704', '63702']","['63710', '63706', '63709', '63707', '63708']","['63711', '63716', '63702', '63718', '63714', '63713']","['63744', '63721', '63723', '63725', '63727']","['63768', '63712', '63717', '63732', '63711', '63715']",['63770'],,['63770'],,
63190346,"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']","['63214', '63267', '63266']",['63251'],,,,,,
63190349,"['63204', '63277']","['63212', '63278']",,,,,,,,,,
63190350,"['63204', '63277']","['63212', '63278']",['63204'],"['63209', '63220']",,,,,,,,
63190352,"['63277', '63204']","['63212', '63278']","['63283', '63279', '63208']","['63220', '63209', '63280']","['63279', '63208']","['63209', '63220']","['63279', '63208']","['63209', '63220', '63280']","['63266', '63267', '63214']","['63251', '63280']",['63266'],['63251']
63200001,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63266', '63214']",['63251'],,,,
63200002,[],[],"['63204', '63277']","['63212', '63278']",['63277'],['63278'],"['63283', '63208', '63279']","['63280', '63220', '63209', '63278']","['63266', '63267', '63279', '63214']","['63251', '63278']","['63702', '63775', '63713', '63720', '63719']",['63709']
63200003,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63277', '63279', '63208']","['63209', '63220', '63280', '63278']","['63214', '63279']","['63220', '63280', '63278']","['63249', '63214', '63226']",['63252'],,
63200004,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63266', '63214']",['63251'],,,,
63200005,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266']",['63251'],,,"['63542', '63507', '63520']","['63508', '63552']"
63200006,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266']","['63263', '63251']",,,,
63200007,[],[],"['63204', '63277']","['63212', '63278']",,,,,,,,
63200008,[],[],"['63204', '63277']","['63212', '63278']",,['63278'],"['63283', '63208', '63279']","['63280', '63220', '63209']","['63270', '63269', '63283', '63214']","['63287', '63271']",,
63200009,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266']",['63251'],,,"['63514', '63541', '63507']",['63508']
63200010,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266']",['63251'],,,"['63507', '63520']","['63508', '63552', '63551']"
63200011,[],[],"['63204', '63277']","['63212', '63278']",['63204'],,"['63208', '63279', '63283']","['63280', '63220', '63209']","['63283', '63279']",,"['63270', '63269', '63214', '63255']","['63271', '63287']"
63200012,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63283', '63208']","['63220', '63209', '63280']",['63214'],['63220'],"['63267', '63214', '63266']",['63251'],"['63514', '63507']","['63508', '63552', '63546I', '63530']"
63200013,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63266', '63214']","['63250', '63251']",,,,
63200014,[],[],"['63204', '63277']","['63212', '63278']","['63277', '63208']","['63209', '63278']","['63279', '63283']",,"['63261', '63257', '63214']","['63774', '63259']",,
63200015,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266']",['63251'],,,,
63200016,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63214', '63254', '63264']",['63263'],,,"['63507', '63541', '63542']","['63508', '63509', '63557']"
63200017,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63220', '63280']","['63214', '63254', '63264']","['63271', '63263']",,,,
63200018,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63214', '63266']","['63221', '63251']",,,"['63507', '63541', '63542']","['63566', '63508', '63552', '63510', '63515', '63530']"
63200019,[],[],"['63204', '63277']","['63212', '63278']","['63213', '63279', '63205', '63283', '63218', '63208']","['63220', '63209', '63280', '63215', '63217', '63216']","['63267', '63214', '63255', '63266', '63254']","['63281', '63220', '63256', '63268', '63251']","['63512', '63523', '63527', '63541']","['63546H', '63509', '63553', '63543', '63551']",,
63200020,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63220', '63209', '63280']","['63267', '63214', '63266']","['63250', '63251']",,,,
63200021,[],[],"['63204', '63277']","['63212', '63278']",,,,,,,,
63200022,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63269', '63214']","['63287', '63271', '63265']",,['63265'],,['63265']
63200023,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63226', '63267', '63214', '63266']",['63251'],,,,
63200024,[],[],"['63204', '63277']","['63212', '63278']",['63208'],['63212'],"['63279', '63283']","['63280', '63220', '63209']","['63270', '63269', '63214']","['63287', '63271']",,
63200025,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63214', '63266']",['63251'],,,"['63507', '63542', '63520']","['63508', '63552', '63546I']"
63200026,[],[],"['63204', '63277']","['63212', '63278']",,,,,,,,
63200027,[],[],"['63204', '63277']","['63212', '63278']","['63203', '63205', '63202', '63204', '63277']","['63212', '63209', '63278', '63207', '63215']",['63277'],"['63209', '63215', '63278', '63212']",['63277'],['63278'],,
63200028,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63266', '63214']",['63251'],,,,
63200029,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']",['63283'],,['63283'],,['63283'],
63200030,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63266', '63214', '63261']",['63251'],,,,
63200031,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63266', '63214']","['63253', '63251']",,,,
63200032,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63266', '63214']","['63259', '63265', '63251']",,,,
63200033,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63266', '63214', '63261']",['63251'],,,,
63200034,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63213', '63205', '63218', '63202', '63203']","['63217', '63215', '63207', '63220', '63216', '63280']","['63213', '63205']","['63220', '63216', '63280']",,
63200035,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63269', '63267', '63266', '63214']",['63251'],,,,
63200036,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63220', '63280']","['63267', '63266', '63214']",['63251'],,['63251'],"['63507', '63519']",['63508']
63200037,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63203', '63248', '63205', '63202']",['63219'],"['63283', '63213', '63208', '63279', '63218']","['63217', '63280', '63216']","['63267', '63213', '63742', '63214', '63261', '63266']","['63251', '63268', '63256', '63281']",,['63281']
63200038,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63266', '63214']",['63251'],,,"['63507', '63514', '63520']","['63566', '63508', '63552']"
63200039,[],[],"['63277', '63204']","['63212', '63278']",,,,,,,,
63200040,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63267', '63214', '63266']","['63287', '63251']",,,,
63200348,[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63209', '63220', '63280']","['63248', '63267', '63214', '63266']",['63251'],,,,
63200350,[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63209', '63280', '63220']","['63267', '63266', '63214']","['63287', '63251']",,['63251'],,
63200351,[],[],"['63204', '63277']","['63212', '63278']","['63277', '63204']",['63278'],"['63208', '63277']","['63209', '63220', '63278']","['63283', '63208', '63279']",,"['63261', '63257', '63214']","['63259', '63253']"
63200352,[],[],"['63277', '63204']","['63212', '63278']",,,,,,,,
63210002,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63266']","['63251', '63268']",,
63210007,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63255', '63266']","['63251', '63220']","['63267', '63214']",
63210008,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63266']","['63287', '63251']",,
63210028,[],[],[],[],"['63204', '63277']","['63212', '63278']",['63204'],['63278'],"['63283', '63208', '63279']",,"['63254', '63264', '63214']",['63263']
63210038,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63214', '63261', '63257']",['63259'],,
63210052,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63266']",['63251'],,
63210053,[],[],[],[],"['63204', '63277']","['63212', '63278']",,['63278'],,,"['63279', '63208', '63283']","['63280', '63220', '63209']"
63210067,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63266', '63267', '63261', '63214']",['63251'],,
63210071,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63266']","['63263', '63251']",,
63210082,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63269', '63267', '63214', '63266']",['63251'],,
63210102,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63261', '63267', '63214', '63266']","['63265', '63251']","['63506A', '63565', '63564', '63541', '63512']","['63566', '63509', '63543', '63567']"
63210124,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63261', '63266']","['63263', '63251']",,
63210129,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63254', '63214', '63264', '63775']",['63263'],,
63210135,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63266']",['63251'],,
63210139,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63267', '63214', '63261', '63266']","['63251', '63268']",,
63210144,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63279', '63214', '63266']",['63251'],['63267'],['63271']
63210150,[],[],[],[],"['63277', '63204']","['63212', '63278']",['63208'],['63278'],"['63283', '63208', '63279']",,"['63270', '63269', '63214', '63255']","['63220', '63271', '63287']"
63210162,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63267', '63214', '63266']","['63251', '63252']",,
63210174,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63267', '63214', '63266']",['63251'],"['63521', '63519', '63507']","['63508', '63530']"
63210175,[],[],[],[],"['63277', '63204']","['63212', '63278']",,['63278'],"['63283', '63208', '63279']","['63209', '63280', '63220', '63278']","['63266', '63267', '63214']",['63251']
63210179,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63267', '63266', '63214']","['63265', '63251']",,
63210190,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63254', '63269', '63264', '63214']","['63263', '63268']",,
63210193,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63267', '63266', '63214']","['63287', '63251']",['63214'],
63210202,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63204', '63277']","['63212', '63278']",,,['63277'],"['63278', '63212']"
63210206,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63266', '63267', '63214']","['63287', '63251']",,
63210210,[],[],[],[],"['63277', '63204']","['63212', '63278']","['63202', '63205', '63277']",,"['63279', '63248', '63218', '63213', '63283', '63277', '63208']","['63280', '63217', '63220', '63216']","['63283', '63279', '63208']","['63220', '63216', '63280']"
63210230,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63213', '63205', '63218', '63738', '63203', '63202', '63208', '63283']","['63219', '63216', '63280', '63217']","['63267', '63266', '63261', '63260', '63214']","['63251', '63220', '63268', '63256', '63281']",,['63281']
63210232,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63266', '63267', '63214']",['63251'],"['63507', '63542']","['63508', '63530']"
63210241,[],[],[],[],"['63204', '63277']","['63212', '63278']",,,,,,
63210287,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63278', '63209']","['63266', '63267', '63255', '63283', '63214']","['63251', '63253']",,
63210291,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63270', '63269', '63214']","['63265', '63287']",,['63553']
63210292,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63266', '63267', '63214']",['63251'],['63214'],
