student_id,19/20_1,19/20_2,20/21_1,20/21_2,21/22_1,21/22_2,22/23_1,22/23_2,23/24_1,23/24_2,24/25_1,24/25_2
63220506,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",[],[],[],[]
63220507,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",[],[],[],[]
63220508,[],[],[],[],[],[],"['63506A', '63554', '63514', '63565', '63564']","['63566', '63552', '63555', '63567']",[],[],[],[]
63220511,[],[],[],[],[],[],"['', '63802', '63834A']",[],['63834'],[],[],[]
63220512,[],[],[],[],[],[],"['', '63802', '63834A']",[],[],[],[],[]
63220513,[],[],[],[],[],[],"['63204', '63202', '63203', '63205', '63277']","['63209', '63212', '63207', '63215', '63278']",[],[],[],[]
63220514,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",[],[],[],[]
63220515,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",[],[],[],[]
63220516,[],[],[],[],[],[],"['63204', '63202', '63205', '63277', '63203']","['63209', '63207', '63215', '63212', '63278']",[],[],[],[]
63220517,[],[],[],[],[],[],"['63277', '63205', '63203', '63202', '63204']","['63209', '63215', '63207', '63212', '63278']",[],[],[],[]
63220518,[],[],[],[],[],[],"['63702', '63705', '63704', '63701', '63703']","['63710', '63707', '63706', '63708', '63709']",[],[],[],[]
63220519,[],[],[],[],[],[],"['63204', '63202', '63205', '63277', '63203']","['63209', '63215', '63212', '63207', '63278']",[],[],[],[]
63220520,[],[],[],[],[],[],"['63202', '63205', '63277', '63204', '63203']","['63209', '63215', '63207', '63212', '63278']",[],[],[],[]
63220521,[],[],[],[],[],[],"['63702', '63703', '63701', '63705', '63712', '63716', '63704', '63711', '63720', '63713']","['63710', '63707', '63722', '63727', '63723', '63278', '63708', '63709', '63706', '63721']","['63711', '63720', '63705']","['63721', '63723', '63710', '63722', '63278']",[],"['63710', '63278']"
63220522,[],[],[],[],[],[],"['63714', '63702', '63703', '63701', '63705', '63704', '63715', '63716', '63713', '63711']","['63710', '63707', '63727', '63721', '63723', '63708', '63725', '63709', '63726', '63706']","['63704', '63705']","['63721', '63710']",[],[]
63220523,[],[],[],[],[],[],"['63714', '63702', '63701', '63718', '63705', '63716', '63704', '63703', '63711', '63713']","['63259', '63710', '63722', '63727', '63707', '63706', '63728', '63723', '63708', '63709']",[],[],[],[]
63220524,[],[],[],[],[],[],"['63712', '63749B', '63702', '63701', '63705', '63716', '63704', '63703', '63711', '63713']","['63710', '63708', '63727', '63724', '63706', '63728', '63723', '63707', '63709', '63721']","['63705', '63711']","['63723', '63706', '63724']","['63779', '63737', '63732', '63773', '63714']",['63770']
63220525,[],[],[],[],[],[],"['63712', '63714', '63702', '63703', '63701', '63705', '63715', '63704', '63711', '63720']","['63710', '63765', '63706', '63727', '63709', '63708', '63723', '63707', '63725', '63721']","['63742', '63768', '63732', '63713', '63741']",['63770'],[],[]
63220526,[],[],[],[],[],[],"['63279', '63283', '63204', '63208', '63277']","['63220', '63209', '63280', '63212', '63278']",['63208'],[],[],[]
63220527,[],[],[],[],[],[],"['63218', '63204', '63202', '63213', '63203', '63205', '63279', '63208', '63277', '63283']","['63212', '63209', '63219', '63215', '63280', '63207', '63278', '63216', '63217']","['63283', '63267', '63213', '63214', '63269', '63266']","['63251', '63262', '63268', '63256', '63281']","['63507', '63506', '63519', '63520', '63506A', '63550']","['63545B', '63510', '63508', '63543', '63557']"
63220528,[],[],[],[],[],[],['63527'],"['63515', '63551', '63522']",[],[],[],[]
63220530,[],[],[],[],[],[],"['', '63802', '63834A']",[],[],[],[],[]
63220531,[],[],[],[],[],[],"['63527', '63519']","['63555', '63515', '63551']",['63519'],"['63555', '63551']",['63519'],"['63555', '63551']"
63220532,[],[],[],[],[],[],[],[],[],[],"['63521', '63527']","['63551', '63555', '63515']"
63220533,[],[],[],[],[],[],"['63279', '63711', '63718', '63248', '63712', '63249', '63205', '63507', '63521', '63714', '63266', '63749B', '63283', '63716', '63528', '63506A', '63270', '63512', '63742', '63514', '63741', '63218', '63204', '63202', 'FKKT', '63768', '63713', '63737', '63277', '63702', '63703', '63719', '63269', '63541', '', '63264', '63736', '63554', '63255', '63519', '63740', '63226', '63542', '63720', '63267', '63520', '63701', '63213', '63803', '63260', '63203', '63705', '63715', '63527', '63550', '63704', '63734', '63564', '63717', '63208', '63214', '63261', '63254', '63702DJ', 'ALUO', '63523', '63558', 'leto plus', '63732', '63565', '63289', '63802', '63738', '63735', '63545C', '63834A', '63506', '63257', '63739', '63563', '63767A']","['63546H', '63546I', '63280', '63545B', '63557', '63212', '63259', '63511', '63744', '63281', '63561', '', '63207', '63219', '63288', '63553', '63555', '63217', '63250', '63710', '63707', '63765', '63722', '63220', '63278', '63706', '63287', '63209', '63708', '63221', '63509', '63252', '63727', '63566', '63256', '63216', '63724', '63510', '63251', '63543', '63508', '63723', '63263', '63770', '64318', '63536', '63552', '63709', '63215', '63271', 'FKKT', '63265', '63725', '63268', '63515', '63501', '63721', '63560', '63728', '63530', '63551', '63258', '63522', '63253', '63443', '63532', '63726', '63262', '63567', '63729']","['63279', '63711', '63718', '63203', '63705', '63248', '63712', '63249', '63205', '63715', '63286', '63266', '63749B', '63283', '63716', '63528', '63506', '63704', '63270', '63564', '63742', '63741', '63218', '63204', '63202', '63208', '63214', '63261', '63254', '63737', '63277', '63702', '63776', '63703', '63719', '63269', '63739', '', '63558', '63554', '63226', '63720', '63267', '63520', '63701', '63213', '63803', '63738', '63545C', '63563', '63260', '63507', '63521', '63714', '63527', '63550', '63506A', '63512', '63514', '63768', 'ALUO', '63523', '63264', '63255', '63519', '63740', '63732', '63542', '63775', '63802', '63735', '63257', '63717', '63713', '63502', '63736', 'leto plus', '63562', '63767A', '63289', '63773', '63834', '63734', '63541', '63565', 'FKKT']","['63546H', '63508', '63280', '63723', '63263', '63545B', '63557', '63212', '63259', '63530', '63744', '63770', '63561', '63207', '63219', '63288', '63552', '63555DJ', '63217', '63709', '63215', '63710', '63707', '63765', '63772', '63265', '63722', '63220', '63278', '63706', '63287', 'ALUO', '63209', '63708', '63509', '63727', '63216', '63510', '63721', '63251', '63560', '63262', '64318', '63536', '63553', '63522', '63555', '63250', '63271', '63221', '63725', '63268', '63515', '63566', '63256', '63501', '63728', '63511', '63551', '63258', '63253', '63726', '63252', '63724', '63443', '63543', '', '63281', '63532', 'FMF', '63774', '63546J', '63567', '63729']","['63279', '63711', '63563', '63779', '63260', '63705', '63712', '63205', '63507', '63714', '63266', 'Veliki jezikovni modeli s perspektive strojnega učenja', '63283', '63550', '63716', '63528', '63506A', '63506', '63704', '63734', '63270', '63514', '63218', '63204', '63202', '63208', '63214', '63768', '63261', '63737', '63277', '63702I', '63702', '63703', '63719', '63269', '63523', '63739', '63736', '63554', '63255', '63562', '63767', '63740', '63732', '63226', '63720', '63267', '63565', '63289', '63773', '63775', '63213', '63203', '63249', '63715', '63521', '63527', '63257', '63512', '63742', '63741', '63717', 'FKKT', '63713', '63254', '63541', '63558', '63519', '63542', '63520', '63701', '63780', '63718', '63248', '63545C', '63564', '63444', '63502', '63776', '63264', '63738', '63735', '', '63803', '63749B', 'ALUO', '63802']","['63280', '63263', '63545B', '63557', '63212', '63259', '63511', '63561', '63207', '63288', '63729', '63552', '63522', '63555', '63217', '63709', '63215', '63710', '63707', '63765', '63722', '63220', '63726', '63278', '63706', '63287', 'ALUO', '63209', '63708', '63221', '63509', 'FMF', '63725', '63268', '0643461', '63727', '63566', '63216', '63510', '63721', '63443', '63774', '63543', '63262', '63508', '63723', '63770', '63569', '63551', '63818A', '63258', '63219', '63553', '63250', '63271', '63772', '63265', '63252', '63256', '63724', '63251', '63728', '63530', '63744', '63532', '63253', '', '63515', '63560', '63546J', '63835B', '63567', '63555DJ', '63546H', '63766B', '63546I', '63281', '63536', '63501']"
63230501,[],[],[],[],[],[],[],[],"['63704', '63702', '63703', '63701', '63705']",[],[],[]
63230502,[],[],[],[],[],[],[],[],"['63521', '63527']","['63551', '63515', '63555']",[],[]
63230503,[],[],[],[],[],[],[],[],"['63702', '63703', '63705', '63701', '63704']","['63709', '63706', '63707', '63710', '63708']","['63716', '63720', '63711', '63713', '63714', '63704']","['63721', '63723', '63725', '63727', '63765']"
63230504,[],[],[],[],[],[],[],[],[],[],['Veliki jezikovni modeli s perspektive strojnega učenja'],['63818A']
