student_id,19/20_1,19/20_2,20/21_1,20/21_2,21/22_1,21/22_2,22/23_1,22/23_2,23/24_1,23/24_2,24/25_1,24/25_2
63200225,[],[],"['63704', '63701', '63705', '63702', '63703']","['63706', '63709', '63710', '63708', '63707']","['63711', '63248', '63716', '63720', '63717']","['63721', '63723', '63728', '63727', '63765']","['63714', '63741', '63713', '63712', '63732', '63715']",['63770'],"['63564', '63506A', '63512', '63565', '63541']","['63509', '63566', '63543', '63567']",,
63200226,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63279', '63283', '63213', '63218', '63208']","['63217', '63280', '63219', '63220', '63216']","['63270', '63269', '63267', '63214']","['63281', '63250', '63287', '63256', '63271', '63251']",,"['63287', '63281']","['63507', '63528', '63506', '63521', '63550', '63506A']","['63511', '63508', '63530', '63561', '63557']"
63200227,[],[],"['63704', '63701', '63705', '63702', '63703']","['63706', '63709', '63710', '63708', '63707']",,,,,,,,
63200228,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63279', '63283', '63737', '63213', '63218', '63208']","['63217', '63280', '63219', '63216']","['63269', '63267', '63214', '63255', '63266', '63254']","['63281', '63256', '63268', '63251']",,['63281'],,
63200229,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63213', '63218', '63208', '63283']","['63220', '63217', '63278', '63280', '63216']","['63270', '63269', '63214', '63255', '63254']","['63281', '63287', '63256', '63271', '63220']",,['63281'],,
63200230,[],[],"['63704', '63701', '63705', '63702', '63703']","['63706', '63709', '63710', '63708', '63707']",,,,,,,,
63200231,[],[],"['63704', '63701', '63705', '63702', '63703']","['63706', '63709', '63710', '63708', '63707']","['63720', '63705', '63714', '63713']","['63710', '63278']",,,,,,
63200232,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']",['63702'],"['63710', '63706', '63707']","['63705', '63715']","['63710', '63209', '63727', '63721']",['63715'],['63710'],,
63200233,[],[],"['63704', '63701', '63705', '63702', '63703']","['63706', '63709', '63710', '63708', '63707']","['63711', '63719', '63720', '63717', '63713']","['63722', '63721', '63723', '63728', '63765']","['63742', '63740', '63738', '63741', '63739', '63732']",['63770'],"['63506', '63506A', '63512', '63514', '63554', '63541']","['63552', '63509', '63561', '63555', '63543']","['63519', '63520']","['63545B', '63510', '63553', '63546J']"
63200234,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63279', '63248', '63283', '63218', '63213', '63208']","['63220', '63217', '63280', '63216', '63278']","['63269', '63267', '63214', '63255', '63266']","['63281', '63250', '63278', '63256', '63268', '63251']",['63214'],['63281'],"['63521', '63527', '63519']","['63551', '63515']"
63200236,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63279', '63205', '63283', '63218', '63208', '63213']","['63744', '63217', '63220', '63280', '63216']","['63248', '63702', '63701', '63705', '63716', '63704', '63703', '63719', '63711', '63720']","['63710', '63707', '63765', '63708', '63727', '63709', '63706', '63723']","['63712', '63715', '63732', '63773', '63719', '63741']",['63770'],,
63200237,[],[],"['63704', '63701', '63705', '63702', '63703']","['63706', '63709', '63710', '63708', '63707']","['63719', '63720', '63716', '63711', '63717']","['63721', '63723', '63728', '63727', '63765']","['63749B', '63740', '63712', '63735', '63732', '63715']",['63770'],,['63770'],,
63200238,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63279', '63283', '63213', '63218', '63208']","['63217', '63280', '63219', '63216']","['63264', '63260', '63214', '63261', '63254']","['63281', '63256', '63263', '63265', '63262']","['63506', '63506A', '63512', '63554', '63514', '63541']","['63552', '63509', '63530', '63555', '63543']","['63550', '63507', '63527']","['63557', '63508', '63511']"
63200239,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63279', '63283', '63213', '63218', '63208']","['63217', '63280', '63220', '63216']","['63270', '63269', '63214', '63255', '63738', '63226']","['63281', '63287', '63256', '63271', '63251']",['63738'],['63281'],"['63506A', '63514', '63554', '63565', '63564']","['63566', '63552', '63555', '63567']"
63200240,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63283', '63279', '63204']","['63207', '63280', '63278']","['63283', '63213', '63218', '63738', '63208']","['63217', '63216', '63220', '63280']","['63248', '63270', '63283', '63214', '63269']","['63220', '63287', '63216', '63250', '63271', '63256', '63253', '63281']",,['63281']
63200241,[],[],"['63204', '63277', '63205', '63202', '63203']","['63209', '63215', '63278', '63207', '63212']","['63279', '63248', '63283', '63213', '63218', '63208']","['63217', '63280', '63220', '63216']","['63267', '63214', '63266', '63226', '63254']","['63281', '63250', '63256', '63268', '63251']","['63564', '63506A', '63519', '63520', '63565']","['63510', '63566', '63545B', '63567']","['63514', '63563', '63527', '63541', '63550']",['63561']
63200242,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63279', '63248', '63283', '63213', '63218', '63208']","['63217', '63280', '63220', '63216']","['63737', '63267', '63214', '63261', '63266']","['63281', '63250', '63256', '63268', '63251']",['63214'],"['63251', '63281']",,['63281']
63200243,[],[],"['63704', '63701', '63705', '63702', '63703']","['63706', '63709', '63710', '63708', '63707']","['63705', '63704', '63703']","['63709', '63710', '63708']","['63704', '63703']","['63710', '63709']",,,,
63200244,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63711', '63715', '63716', '63714', '63713']","['63721', '63723', '63725', '63727']","['63248', '63749B', '63768', '63712', '63717', '63732']",['63770'],,['63770'],,
63200246,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']",['63704'],['63706'],"['63711', '63716', '63713', '63720', '63719']","['63765', '63727', '63724', '63723', '63721']","['63718', '63742', '63740', '63732', '63736', '63719', '63741']",['63770'],"['63736', '63742', '63719']",
63200247,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63711', '63719', '63716', '63720', '63718']","['63722', '63723', '63728', '63727', '63765']","['63737', '63717', '63735', '63741', '63732', '63739']",['63770'],,['63770'],,
63200248,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63203', '63205', '63202', '63277']","['63212', '63278', '63209', '63207']","['63279', '63213', '63205']","['63220', '63280', '63217', '63278']","['63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63216', '63217']","['63266', '63257', '63214', '63261', '63738']","['63259', '63258', '63250', '63256', '63281']"
63200249,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63279', '63248', '63283', '63213', '63218', '63208']","['63217', '63280', '63220', '63216']","['63249', '63214', '63266', '63226']","['63281', '63250', '63252', '63253', '63256', '63262']",,,,
63200250,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']",,,,,,,,
63200251,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63705', '63703']","['63709', '63710', '63708']",,,,,,
63200252,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63711', '63705', '63704']","['63709', '63708']","['63705', '63704']",,"['63715', '63714', '63716', '63713']","['63723', '63725', '63727', '63721', '63774']","['63712', '63732', '63773', '63780', '63768']",['63770']
63200253,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63283', '63213', '63218', '63208']","['63744', '63217', '63220', '63280', '63216']","['63279', '63267', '63213', '63283', '63214', '63266']",['63256'],"['63213', '63283']",,"['63266', '63267', '63254', '63283', '63261']","['63250', '63256', '63251', '63268', '63281']"
63200254,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63719', '63716', '63720', '63711', '63717']","['63721', '63723', '63728', '63727', '63765']","['63749B', '63740', '63712', '63735', '63732', '63715']",['63770'],,['63770'],"['63507', '63506', '63554', '63527', '63514', '63550', '63506A']","['63552', '63555', '63508', '63557']"
63200255,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63711', '63716', '63720', '63714', '63712']","['63744', '63723', '63727', '63765', '63725']","['63248', '63768', '63741', '63732', '63711', '63715', '63713']",['63770'],"['63741', '63711']",['63770'],,
63200256,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']",['63704'],"['63709', '63706', '63710', '63708']",,,,,,
63200257,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']",,,,,,,,
63200258,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63283', '63213', '63284D', '63218', '63208', '63767A']","['63280', '63217', '63220', '63216']","['63267', '63214', '63254', '63255', '63266']","['63281', '63287', '63268', '63251', '63256']",,['63281'],,
63200259,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63279', '63283', '63213', '63218', '63208']","['63217', '63280', '63219', '63220', '63216']","['63267', '63260', '63214', '63254', '63266']","['63281', '63268', '63251', '63256']","['63564', '63506A', '63554', '63565', '63514']","['63552', '63566', '63555', '63567']","['63563', '63542', '63520']","['63543', '63561', '63551']"
63200260,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63719', '63720', '63711', '63712', '63714']","['63765', '63723', '63728', '63278', '63725']","['63768', '63717', '63735', '63741', '63732', '63715']",['63770'],,['63770'],,
63200261,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63715', '63716', '63720', '63711', '63714']","['63765', '63722', '63723', '63278', '63727']","['63719', '63712', '63735', '63741', '63732']",['63770'],"['63506', '63506A', '63512', '63519', '63520', '63541']","['63545B', '63509', '63543', '63510']","['63507', '63550', '63506']","['63508', '63560', '63557']"
63200262,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']",,,,,,,,
63200263,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63203', '63202', '63277']","['63207', '63278']",,,,,,
63200264,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']","['63711', '63719', '63720', '63702', '63714', '63713']","['63722', '63721', '63723', '63765', '63725']","['63741', '63768', '63712', '63735', '63732', '63715']",['63770'],,['63770'],,
63200265,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']","['63218', '63202']","['63212', '63209', '63278']","['63213', '63208', '63279', '63283']","['63217', '63280', '63219', '63216']","['63249', '63270', '63269', '63214']","['63287', '63250', '63271', '63256', '63281']",,['63281']
63200266,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']",,,,,,,,
63200267,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']","['63703', '63704']","['63709', '63710', '63708']",['63704'],"['63710', '63709']","['63704', '63703']","['63709', '63710']",['63704'],"['63710', '63709']"
63200268,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']","['63719', '63720', '63711', '63704']","['63723', '63710', '63765']","['63718', '63704', '63717', '63720', '63767A']","['63728', '63723', '63729']","['63742', '63738', '63735', '63736', '63732']","['63770', '63728']",,
63200269,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']",,,,,,,,
63200270,[],[],"['63701', '63703', '63702', '63704', '63705']","['63710', '63706', '63709', '63708', '63707']",,,,,,,,
63200271,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']",,,,,,,,
63200272,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63279', '63283', '63213', '63218', '63208']","['63217', '63280', '63219', '63216']","['63264', '63214', '63261', '63260', '63254']","['63281', '63263', '63265', '63256', '63262']","['63506', '63506A', '63512', '63554', '63514', '63541']","['63552', '63509', '63530', '63555', '63543']","['63550', '63558', '63519', '63520']","['63545B', '63510']"
63200273,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63279', '63283', '63213', '63218', '63208']","['63217', '63280', '63220', '63216']","['63214', '63261', '63255', '63257', '63226']","['63281', '63259', '63271', '63258', '63256']",,['63281'],"['63506', '63512', '63519', '63520', '63541', '63506A']","['63545B', '63509', '63543', '63510']"
63200274,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63279', '63283', '63213', '63218', '63208']","['63280', '63219', '63217', '63216']","['63266', '63267', '63214', '63261', '63255']","['63281', '63268', '63258', '63251', '63256']","['63564', '63506A', '63554', '63565', '63514']","['63552', '63566', '63555', '63567']","['63563', '63564']","['63545B', '63566', '63561']"
63200275,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63283', '63213', '63218', '63208', '63767A']","['63220', '63280', '63217', '63216']","['63270', '63269', '63214', '63255', '63254']","['63281', '63250', '63287', '63271', '63256']",,['63281'],,
63200276,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63279', '63283', '63737', '63213', '63218', '63208']","['63280', '63220', '63217', '63216']","['63267', '63214', '63261', '63255', '63257']","['63281', '63259', '63258', '63256', '63262']",,['63281'],"['63507', '63528', '63506', '63521', '63550', '63506A']","['63511', '63508', '63530', '63557', '63560']"
63200277,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63248', '63279', '63283', '63218', '63213', '63208']","['63280', '63221', '63217', '63216']","['63269', '63267', '63214', '63255', '63738', '63266']","['63281', '63268', '63251', '63256']",,['63281'],"['63507', '63506', '63550', '63519', '63520', '63506A']","['63545B', '63510', '63508', '63553', '63557']"
63200278,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']",,,,,,,,
63200280,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63715', '63719', '63720', '63711', '63717']","['63744', '63726', '63723', '63728', '63765']","['63740', '63716', '63734', '63732', '63739']","['63727', '63770']",,,,
63200281,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63719', '63716', '63720', '63711', '63717']","['63765', '63721', '63723', '63728', '63727']","['63749B', '63740', '63712', '63735', '63732', '63715']",['63770'],,['63770'],"['63507', '63506', '63554', '63527', '63514', '63506A', '63550']","['63552', '63555', '63508', '63557']"
63200282,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63707', '63708', '63710']","['63715', '63719', '63716', '63720', '63711']","['63744', '63765', '63726', '63723', '63727']","['63248', '63740', '63734', '63741', '63732', '63739']",['63770'],,['63770'],,
63200283,[],[],"['63204', '63277', '63205', '63203', '63202']","['63278', '63209', '63212', '63215', '63207']",,,,,,,,
63200284,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']","['63716', '63205', '63720', '63711', '63717', '63718']","['63765', '63723', '63728', '63729']","['63712', '63738', '63732', '63713', '63736']",['63770'],,['63770'],,
63200285,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63279', '63248', '63283', '63213', '63218', '63208']","['63217', '63280', '63220', '63216']","['63267', '63214', '63255', '63738', '63266', '63254']","['63281', '63217', '63268', '63251', '63256']",,['63281'],"['63507', '63506', '63527', '63519', '63520', '63550', '63506A']","['63545B', '63508', '63557', '63510']"
63200286,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']",,,,,,,,
63200287,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']",,,,,,,,
63200288,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63203', '63277', '63204']","['63278', '63207']","['63218', '63737', '63213', '63208', '63279', '63283']","['63217', '63280', '63220', '63216']","['63283', '63279']","['63280', '63220']",,
63200289,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63279', '63248', '63283', '63213', '63218', '63208']","['63217', '63280', '63220', '63216']","['63266', '63269', '63267', '63214']","['63281', '63250', '63271', '63268', '63251', '63280', '63256']",,['63281'],,
63200290,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']",,,,,,,,
63200291,[],[],"['63205', '63203', '63202', '63277', '63204']","['63209', '63212', '63215', '63207', '63278']","['63203', '63205', '63202', '63277', '63204']","['63278', '63209', '63207', '63215']","['63218', '63213', '63208', '63738', '63279', '63283']","['63217', '63280', '63220', '63216']","['63213', '63264', '63260', '63283']","['63265', '63216', '63220']","['63254', '63283', '63261', '63260', '63214']","['63263', '63256', '63287', '63281']"
63200293,[],[],"['63701', '63703', '63702', '63704', '63705']","['63706', '63709', '63708', '63710', '63707']",,,,,,,,
63200294,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63212', '63207', '63215', '63278']","['63283', '63218', '63284D', '63208', '63213']","['63280', '63220', '63217', '63216']","['63249', '63214', '63255', '63226', '63254']","['63281', '63252', '63250', '63256', '63253']",,['63281'],,
63200295,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63279', '63283', '63218', '63213', '63208']","['63280', '63219', '63220', '63217', '63216']","['63248', '63214', '63261', '63255', '63257']","['63281', '63259', '63250', '63256', '63258']","['63506', '63507', '63550', '63506A', '63512', '63541']","['63508', '63509', '63557', '63530', '63543']","['63521', '63514', '63554']","['63552', '63555', '63515']"
63200296,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63283', '63218', '63738', '63213', '63208']","['63280', '63219', '63278', '63217', '63216']","['63267', '63214', '63261', '63266', '63226']","['63281', '63256', '63268', '63251', '63217', '63262']","['63226', '63267']","['63217', '63281']",,
63200297,[],[],"['63705', '63701', '63704', '63702', '63703']","['63706', '63709', '63708', '63710', '63707']",,,,,,,,
63200298,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63279', '63283', '63213', '63218', '63208']","['63220', '63278', '63219', '63217', '63280', '63216']","['63270', '63269', '63214', '63255', '63738', '63226']","['63281', '63287', '63271', '63256']",,,,
63200299,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63203', '63283', '63279']","['63278', '63207', '63280']","['63283', '63213', '63738', '63218', '63208']","['63217', '63280', '63220', '63216']","['63248', '63270', '63214', '63269', '63283']","['63287', '63250', '63271', '63253', '63256', '63281']",,['63281']
63200300,[],[],"['63705', '63701', '63704', '63702', '63703']","['63710', '63706', '63709', '63707', '63708']","['63716', '63719', '63720', '63711', '63718']","['63744', '63721', '63723', '63728', '63727']","['63740', '63717', '63732', '63715', '63739', '63767A']",['63770'],['63717'],['63770'],,
63200301,[],[],"['63705', '63701', '63704', '63702', '63703']","['63710', '63706', '63709', '63707', '63708']","['63711', '63719', '63720', '63717', '63713']","['63744', '63765', '63722', '63723', '63728']","['63712', '63735', '63714', '63741', '63732', '63736']",['63770'],"['63506', '63506A', '63512', '63514', '63554', '63541']","['63552', '63509', '63561', '63555', '63543']","['63507', '63520', '63550']","['63508', '63511', '63557']"
63200302,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63248', '63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63217', '63216']","['63270', '63269', '63214', '63255']","['63281', '63287', '63250', '63271', '63256']",,['63281'],"['63506', '63514', '63554', '63523', '63506A', '63527']","['63552', '63553', '63555', '63551']"
63200303,[],[],"['63705', '63701', '63703', '63704', '63702']","['63706', '63709', '63707', '63710', '63708']","['63719', '63720', '63711', '63717', '63718']","['63765', '63722', '63721', '63723', '63728']","['63737', '63712', '63738', '63741', '63732', '63715']",['63770'],,['63770'],"['63527', '63519']","['63555', '63551', '63515']"
63200304,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63279', '63283', '63218', '63213', '63208']","['63280', '63219', '63217', '63216']","['63737', '63267', '63214', '63261', '63260', '63266']","['63281', '63256', '63268', '63251']",,['63281'],"['63506A', '63514', '63554', '63565', '63564']","['63566', '63552', '63555', '63567']"
63200305,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63217', '63216']","['63249', '63226', '63214', '63255', '63254']","['63281', '63287', '63252', '63256', '63253']","['63506', '63507', '63550', '63506A', '63514', '63554']","['63508', '63552', '63557', '63555', '63551']","['63541', '63519', '63520']","['63545B', '63510', '63530']"
63200306,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63737', '63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63217', '63216']","['63269', '63267', '63214', '63255', '63266']","['63281', '63287', '63256', '63251', '63268']",,['63281'],"['63506A', '63514', '63554', '63565', '63564']","['63566', '63552', '63555', '63567']"
63200307,[],[],"['63705', '63701', '63704', '63702', '63703']","['63707', '63706', '63709', '63710', '63708']",,,,,,,,
63200308,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63737', '63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63217', '63216']","['63267', '63214', '63261', '63266', '63254']","['63281', '63256', '63251', '63268', '63262']",,['63281'],"['63507', '63506', '63550', '63519', '63520', '63506A']","['63545B', '63508', '63543', '63557', '63510']"
63200309,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']",,,,,,,,
63200310,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']",,,,,,,,
63200311,[],[],"['63705', '63701', '63704', '63702', '63703']","['63707', '63706', '63709', '63710', '63708']","['63703', '63704']","['63709', '63706', '63710', '63707', '63708']","['63711', '63719', '63720']","['63710', '63707', '63709']",,,,
63200312,[],[],"['63705', '63701', '63704', '63702', '63703']","['63707', '63706', '63709', '63710', '63708']",,,,,,,,
63200313,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']",,,,,,,,
63200314,[],[],"['63705', '63701', '63704', '63702', '63703']","['63710', '63706', '63709', '63707', '63708']","['63715', '63716', '63719', '63720', '63711']","['63765', '63722', '63721', '63723', '63727']","['63248', '63741', '63740', '63712', '63735', '63719', '63732']",['63770'],"['63741', '63719', '63740']",['63770'],,
63200315,[],[],"['63203', '63204', '63205', '63202', '63277']","['63209', '63207', '63215', '63212', '63278']",,,,,,,,
63200316,[],[],"['63705', '63701', '63704', '63702', '63703']","['63710', '63706', '63709', '63707', '63708']","['63701', '63703', '63705', '63702']","['63709', '63708']",,,,,,
63200317,[],[],"['63705', '63701', '63704', '63702', '63703']","['63706', '63709', '63710', '63707', '63708']","['63716', '63720', '63711', '63714', '63712']","['63744', '63765', '63723', '63727', '63725']","['63248', '63741', '63768', '63732', '63715', '63713']",['63770'],,['63770'],,
63200318,[],[],"['63701', '63702', '63704', '63703', '63705']","['63706', '63709', '63710', '63707', '63708']",,,,,,,,
63200319,[],[],"['63701', '63702', '63704', '63703', '63705']","['63706', '63709', '63710', '63707', '63708']","['63716', '63719', '63720', '63711', '63704', '63717']","['63723', '63728', '63765', '63727']","['63749B', '63740', '63712', '63716', '63704', '63732', '63715', '63739']",['63770'],['63739'],['63770'],"['63506', '63554', '63514', '63541', '63506A', '63512']","['63552', '63555', '63509', '63543', '63561']"
63200320,[],[],"['63701', '63702', '63704', '63703', '63705']","['63710', '63706', '63707', '63709', '63708']","['63711', '63716', '63715', '63713']","['63744', '63726', '63721', '63723', '63727']","['63712', '63717', '63735', '63714', '63732', '63736']",['63770'],"['63717', '63736']",['63770'],,
63200321,[],[],"['63203', '63204', '63205', '63202', '63277']","['63278', '63209', '63207', '63215', '63212']","['63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63217', '63216']","['63269', '63264', '63214', '63261', '63260', '63254']","['63281', '63263', '63265', '63256']","['63506', '63558', '63507', '63550', '63506A', '63512', '63542']","['63508', '63557', '63522', '63532']","['63528', '63521']","['63511', '63543', '63553', '63530']"
63200322,[],[],"['63203', '63205', '63202', '63277', '63204']","['63278', '63209', '63207', '63215', '63212']",,,,,,,,
63200323,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63203', '63208', '63279', '63202']","['63220', '63280', '63217']","['63283', '63213', '63218']","['63216', '63220', '63280', '63217']","['63249', '63283', '63270', '63214', '63269']","['63287', '63250', '63271', '63256', '63281']",['63283'],['63281']
63200324,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63248', '63283', '63218', '63213', '63208']","['63280', '63278', '63220', '63217', '63216']","['63714', '63749B', '63742', '63702', '63701', '63705', '63704', '63717', '63735', '63716', '63732', '63711', '63703']","['63710', '63722', '63706', '63727', '63708', '63723', '63707', '63725', '63709']","['63768', '63720']",['63770'],"['63506', '63507', '63550', '63519', '63520', '63506A']","['63545B', '63508', '63557', '63510']"
63200325,[],[],"['63701', '63702', '63704', '63703', '63705']","['63706', '63707', '63709', '63710', '63708']","['63719', '63716', '63720', '63711', '63767A']","['63744', '63765', '63721', '63723', '63727']","['63248', '63714', '63742', '63741', '63712', '63732']",['63770'],['63742'],['63770'],,
63200326,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63212', '63278']","['63737', '63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63217', '63216']","['63267', '63214', '63255', '63266', '63254']","['63281', '63250', '63268', '63256', '63251']",,['63281'],,
63200327,[],[],"['63701', '63702', '63704', '63703', '63705']","['63710', '63706', '63707', '63709', '63708']","['63719', '63720', '63711', '63717', '63713']","['63744', '63765', '63722', '63723', '63728']","['63736', '63712', '63735', '63714', '63741', '63732']",['63723'],,['63770'],,
63200329,[],[],"['63701', '63702', '63704', '63703', '63705']","['63710', '63706', '63709', '63707', '63708']","['63716', '63720', '63711', '63713', '63712']","['63765', '63722', '63721', '63723', '63727']","['63719', '63735', '63741', '63732', '63715']",['63770'],,,,
63200330,[],[],"['63203', '63205', '63202', '63277', '63204']","['63209', '63207', '63215', '63278', '63212']",,,,,,,,
63200331,[],[],"['63205', '63277', '63204', '63202', '63203']","['63209', '63207', '63215', '63278', '63212']","['63248', '63279', '63283', '63218', '63213', '63208']","['63280', '63220', '63217', '63216']","['63270', '63269', '63214', '63255']","['63281', '63287', '63250', '63271', '63256']",,['63281'],,
63200332,[],[],"['63701', '63702', '63704', '63703', '63705']","['63710', '63706', '63709', '63707', '63708']","['63711', '63716', '63713', '63715']","['63744', '63726', '63721', '63723', '63727']","['63712', '63714', '63717', '63735', '63732', '63736']",['63770'],,['63770'],"['63506', '63507', '63550', '63519', '63520', '63541', '63506A']","['63545B', '63508', '63510', '63557']"
63200334,[],[],"['63701', '63703', '63702', '63704', '63705']","['63710', '63706', '63707', '63709', '63708']",,,,,,,,
